CommunicationId,CustomerId,PolicyId,CommunicationType,CommunicationDate,Summary
CHID-2494,CID-395,PID-997,SMS,2024-04-06,Customer called to inquire about their most recent bill and payment due dates.
CHID-2495,CID-396,PID-998,Phone Call,2025-06-09,Customer called to ask specific questions regarding coverage limits.
CHID-2496,CID-396,PID-998,Email,2025-09-08,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2497,CID-396,PID-999,Email,2020-07-22,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2498,CID-396,PID-999,Phone Call,2020-08-18,Customer called to update their policy information and address changes.
CHID-2499,CID-396,PID-999,Phone Call,2020-07-30,Request for documents related to the policy was made.
CHID-2500,CID-396,PID-1000,SMS,2022-08-27,Customer called to update their policy information and address changes.
CHID-2501,CID-396,PID-1000,SMS,2022-05-24,Request for documents related to the policy was made.
CHID-2502,CID-397,PID-1001,SMS,2023-11-26,Customer called to update their policy information and address changes.
CHID-2503,CID-397,PID-1001,SMS,2024-03-26,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2504,CID-397,PID-1001,Phone Call,2023-12-25,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2505,CID-397,PID-1002,Email,2024-12-17,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2506,CID-397,PID-1002,Email,2024-12-22,Request for documents related to the policy was made.
CHID-2507,CID-397,PID-1003,Phone Call,2021-10-08,Customer called to ask specific questions regarding coverage limits.
CHID-2508,CID-397,PID-1003,Phone Call,2021-01-08,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2509,CID-397,PID-1003,Phone Call,2021-03-18,Customer complained about a previous claim's handling.
CHID-2510,CID-398,PID-1004,Phone Call,2023-11-10,Customer wanted to know about discounts available for bundling policies.
CHID-2511,CID-398,PID-1005,SMS,2025-08-01,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2512,CID-398,PID-1005,Email,2025-07-03,Customer called to update their policy information and address changes.
CHID-2513,CID-398,PID-1005,Phone Call,2025-10-16,Customer wanted to know about discounts available for bundling policies.
CHID-2514,CID-398,PID-1006,Phone Call,2025-07-16,Customer wanted to know about discounts available for bundling policies.
CHID-2515,CID-398,PID-1006,SMS,2025-11-12,Customer complained about a previous claim's handling.
CHID-2516,CID-399,PID-1007,Email,2021-10-15,Customer called to ask specific questions regarding coverage limits.
CHID-2517,CID-399,PID-1007,Email,2021-10-23,Customer complained about a previous claim's handling.
CHID-2518,CID-399,PID-1007,Phone Call,2022-01-08,Customer complained about a previous claim's handling.
CHID-2519,CID-399,PID-1008,Email,2021-10-28,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2520,CID-400,PID-1009,SMS,2025-03-07,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2521,CID-400,PID-1009,Phone Call,2025-07-10,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2522,CID-400,PID-1010,Email,2025-05-22,Request for documents related to the policy was made.
CHID-2523,CID-400,PID-1010,Phone Call,2025-01-22,Request for documents related to the policy was made.
CHID-2524,CID-400,PID-1010,Phone Call,2024-12-11,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2525,CID-401,PID-1011,Email,2025-07-26,Customer complained about a previous claim's handling.
CHID-2526,CID-401,PID-1011,SMS,2025-11-12,Customer called to inquire about their most recent bill and payment due dates.
CHID-2527,CID-401,PID-1012,SMS,2021-04-30,Customer called to update their policy information and address changes.
CHID-2528,CID-401,PID-1013,SMS,2024-01-11,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2529,CID-401,PID-1013,Email,2023-03-07,Request for documents related to the policy was made.
CHID-2530,CID-401,PID-1013,Email,2024-01-08,Inquired about potential premium increases for the upcoming renewal.
CHID-2531,CID-402,PID-1014,Email,2023-01-20,Request clarification on a recent claim status.
CHID-2532,CID-402,PID-1014,SMS,2022-10-30,Customer complained about a previous claim's handling.
CHID-2533,CID-402,PID-1014,SMS,2022-10-09,Customer complained about a previous claim's handling.
CHID-2534,CID-402,PID-1014,SMS,2023-05-14,Customer called to inquire about their most recent bill and payment due dates.
CHID-2535,CID-402,PID-1015,Phone Call,2025-11-12,Inquired about potential premium increases for the upcoming renewal.
CHID-2536,CID-402,PID-1016,Phone Call,2022-02-14,Customer called to inquire about their most recent bill and payment due dates.
CHID-2537,CID-402,PID-1017,SMS,2022-01-11,Customer called to inquire about their most recent bill and payment due dates.
CHID-2538,CID-403,PID-1018,Email,2025-08-04,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2539,CID-404,PID-1019,SMS,2023-10-17,Request clarification on a recent claim status.
CHID-2540,CID-404,PID-1019,Phone Call,2023-11-02,Customer called to update their policy information and address changes.
CHID-2541,CID-404,PID-1019,Phone Call,2023-10-17,Customer wanted to know about discounts available for bundling policies.
CHID-2542,CID-404,PID-1020,SMS,2021-01-16,Customer complained about a previous claim's handling.
CHID-2543,CID-404,PID-1020,SMS,2021-04-23,Customer called to inquire about their most recent bill and payment due dates.
CHID-2544,CID-404,PID-1021,SMS,2025-10-04,Customer called to update their policy information and address changes.
CHID-2545,CID-404,PID-1022,SMS,2025-03-19,Customer called to ask specific questions regarding coverage limits.
CHID-2546,CID-404,PID-1022,SMS,2024-09-30,Request clarification on a recent claim status.
CHID-2547,CID-404,PID-1022,Phone Call,2024-07-09,Customer complained about a previous claim's handling.
CHID-2548,CID-405,PID-1023,Email,2023-08-11,Inquired about potential premium increases for the upcoming renewal.
CHID-2549,CID-405,PID-1023,Email,2024-04-02,Customer called to inquire about their most recent bill and payment due dates.
CHID-2550,CID-405,PID-1023,SMS,2023-08-07,Inquired about potential premium increases for the upcoming renewal.
CHID-2551,CID-405,PID-1024,Email,2024-12-30,Request clarification on a recent claim status.
CHID-2552,CID-405,PID-1024,Email,2025-09-04,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2553,CID-405,PID-1024,SMS,2025-01-09,Customer called to inquire about their most recent bill and payment due dates.
CHID-2554,CID-405,PID-1025,SMS,2021-10-02,Request clarification on a recent claim status.
CHID-2555,CID-405,PID-1025,Phone Call,2021-11-12,Inquired about potential premium increases for the upcoming renewal.
CHID-2556,CID-406,PID-1026,SMS,2021-09-18,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2557,CID-406,PID-1027,Email,2022-05-10,Inquired about potential premium increases for the upcoming renewal.
CHID-2558,CID-406,PID-1027,Phone Call,2022-06-24,Customer wanted to know about discounts available for bundling policies.
CHID-2559,CID-407,PID-1028,Phone Call,2023-11-09,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2560,CID-407,PID-1028,Phone Call,2023-07-02,Request for documents related to the policy was made.
CHID-2561,CID-407,PID-1028,SMS,2023-01-24,Request for documents related to the policy was made.
CHID-2562,CID-407,PID-1029,Phone Call,2022-08-07,Customer called to update their policy information and address changes.
CHID-2563,CID-407,PID-1029,SMS,2023-01-30,Inquired about potential premium increases for the upcoming renewal.
CHID-2564,CID-407,PID-1029,SMS,2022-12-07,Customer wanted to know about discounts available for bundling policies.
CHID-2565,CID-408,PID-1030,Email,2024-02-22,Customer wanted to know about discounts available for bundling policies.
CHID-2566,CID-408,PID-1030,Phone Call,2023-08-24,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2567,CID-408,PID-1031,SMS,2024-04-12,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2568,CID-408,PID-1031,Phone Call,2024-06-11,Customer wanted to know about discounts available for bundling policies.
CHID-2569,CID-408,PID-1031,Email,2024-08-05,Customer complained about a previous claim's handling.
CHID-2570,CID-409,PID-1032,Phone Call,2025-11-12,Customer called to update their policy information and address changes.
CHID-2571,CID-409,PID-1032,SMS,2025-11-12,Inquired about potential premium increases for the upcoming renewal.
CHID-2572,CID-409,PID-1032,Phone Call,2025-11-12,Customer wanted to know about discounts available for bundling policies.
CHID-2573,CID-410,PID-1033,Phone Call,2023-07-25,Customer called to ask specific questions regarding coverage limits.
CHID-2574,CID-410,PID-1033,Email,2023-09-26,Customer complained about a previous claim's handling.
CHID-2575,CID-410,PID-1033,Phone Call,2023-07-10,Customer called to inquire about their most recent bill and payment due dates.
CHID-2576,CID-410,PID-1033,Phone Call,2023-01-26,Request clarification on a recent claim status.
CHID-2577,CID-410,PID-1034,Email,2025-11-12,Customer called to inquire about their most recent bill and payment due dates.
CHID-2578,CID-410,PID-1034,SMS,2025-11-12,Inquired about potential premium increases for the upcoming renewal.
CHID-2579,CID-410,PID-1034,SMS,2025-11-12,Customer called to inquire about their most recent bill and payment due dates.
CHID-2580,CID-411,PID-1035,Email,2022-09-23,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2581,CID-411,PID-1035,Phone Call,2023-04-14,Inquired about potential premium increases for the upcoming renewal.
CHID-2582,CID-411,PID-1035,Email,2023-04-21,Request for documents related to the policy was made.
CHID-2583,CID-411,PID-1035,Email,2023-05-23,Customer called to inquire about their most recent bill and payment due dates.
CHID-2584,CID-411,PID-1036,Email,2024-12-03,Customer called to inquire about their most recent bill and payment due dates.
CHID-2585,CID-411,PID-1037,SMS,2024-07-24,Customer complained about a previous claim's handling.
CHID-2586,CID-411,PID-1037,Phone Call,2024-03-08,Customer called to update their policy information and address changes.
CHID-2587,CID-411,PID-1037,Phone Call,2024-08-11,Request for documents related to the policy was made.
CHID-2588,CID-412,PID-1038,Phone Call,2025-11-12,Customer complained about a previous claim's handling.
CHID-2589,CID-412,PID-1038,SMS,2025-11-12,Inquired about potential premium increases for the upcoming renewal.
CHID-2590,CID-412,PID-1039,SMS,2024-07-05,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2591,CID-412,PID-1039,Email,2024-08-15,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2592,CID-412,PID-1040,Phone Call,2022-02-07,Inquired about potential premium increases for the upcoming renewal.
CHID-2593,CID-412,PID-1041,Email,2021-02-13,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2594,CID-412,PID-1041,Phone Call,2021-04-30,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2595,CID-413,PID-1042,Phone Call,2022-03-10,Request clarification on a recent claim status.
CHID-2596,CID-413,PID-1043,Email,2021-11-17,Customer called to ask specific questions regarding coverage limits.
CHID-2597,CID-413,PID-1043,SMS,2021-11-21,Customer called to ask specific questions regarding coverage limits.
CHID-2598,CID-413,PID-1043,SMS,2022-07-21,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2599,CID-414,PID-1044,Phone Call,2022-09-18,Customer called to ask specific questions regarding coverage limits.
CHID-2600,CID-414,PID-1044,Email,2022-12-21,Request for documents related to the policy was made.
CHID-2601,CID-414,PID-1044,SMS,2022-11-27,Request for documents related to the policy was made.
CHID-2602,CID-414,PID-1044,SMS,2022-09-25,Customer called to ask specific questions regarding coverage limits.
CHID-2603,CID-414,PID-1045,Phone Call,2025-01-30,Request for documents related to the policy was made.
CHID-2604,CID-414,PID-1045,SMS,2025-07-18,Customer wanted to know about discounts available for bundling policies.
CHID-2605,CID-414,PID-1046,Email,2023-06-21,Request clarification on a recent claim status.
CHID-2606,CID-414,PID-1046,Phone Call,2022-09-28,Customer called to ask specific questions regarding coverage limits.
CHID-2607,CID-414,PID-1047,SMS,2025-03-08,Customer complained about a previous claim's handling.
CHID-2608,CID-414,PID-1047,Email,2025-02-03,Request clarification on a recent claim status.
CHID-2609,CID-414,PID-1047,Phone Call,2025-02-25,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2610,CID-415,PID-1048,SMS,2021-06-16,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2611,CID-415,PID-1048,Phone Call,2021-07-29,Customer called to inquire about their most recent bill and payment due dates.
CHID-2612,CID-415,PID-1049,SMS,2021-08-20,Customer wanted to know about discounts available for bundling policies.
CHID-2613,CID-415,PID-1049,Phone Call,2021-05-11,Inquired about potential premium increases for the upcoming renewal.
CHID-2614,CID-415,PID-1050,Email,2023-12-30,Customer called to inquire about their most recent bill and payment due dates.
CHID-2615,CID-415,PID-1050,SMS,2024-07-11,Request clarification on a recent claim status.
CHID-2616,CID-415,PID-1050,Phone Call,2024-05-17,Request for documents related to the policy was made.
CHID-2617,CID-415,PID-1051,SMS,2025-10-20,Customer wanted to know about discounts available for bundling policies.
CHID-2618,CID-415,PID-1051,SMS,2025-11-12,Customer called to ask specific questions regarding coverage limits.
CHID-2619,CID-416,PID-1052,Phone Call,2024-06-01,Customer called to ask specific questions regarding coverage limits.
CHID-2620,CID-416,PID-1052,Email,2024-01-04,Customer wanted to know about discounts available for bundling policies.
CHID-2621,CID-417,PID-1053,Phone Call,2025-08-26,Customer called to inquire about their most recent bill and payment due dates.
CHID-2622,CID-417,PID-1053,SMS,2025-03-21,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2623,CID-417,PID-1053,Phone Call,2025-03-24,Request for documents related to the policy was made.
CHID-2624,CID-417,PID-1053,SMS,2025-09-06,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2625,CID-417,PID-1054,Email,2020-10-18,Request clarification on a recent claim status.
CHID-2626,CID-417,PID-1054,Phone Call,2020-09-25,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2627,CID-417,PID-1055,Phone Call,2025-11-12,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2628,CID-417,PID-1056,Email,2025-11-12,Request for documents related to the policy was made.
CHID-2629,CID-417,PID-1056,Email,2025-11-12,Customer called to ask specific questions regarding coverage limits.
CHID-2630,CID-417,PID-1056,Email,2025-10-24,Request clarification on a recent claim status.
CHID-2631,CID-418,PID-1057,Phone Call,2024-12-21,Customer called to ask specific questions regarding coverage limits.
CHID-2632,CID-418,PID-1057,Email,2025-05-18,Request for documents related to the policy was made.
CHID-2633,CID-418,PID-1057,Email,2024-08-12,Customer called to ask specific questions regarding coverage limits.
CHID-2634,CID-418,PID-1058,Phone Call,2021-11-10,Inquired about potential premium increases for the upcoming renewal.
CHID-2635,CID-418,PID-1058,Phone Call,2021-09-06,Customer complained about a previous claim's handling.
CHID-2636,CID-418,PID-1058,SMS,2021-09-21,Request clarification on a recent claim status.
CHID-2637,CID-419,PID-1059,SMS,2023-04-26,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2638,CID-419,PID-1059,SMS,2023-07-08,Customer complained about a previous claim's handling.
CHID-2639,CID-419,PID-1059,Phone Call,2022-11-07,Customer complained about a previous claim's handling.
CHID-2640,CID-419,PID-1059,SMS,2023-07-10,Customer called to inquire about their most recent bill and payment due dates.
CHID-2641,CID-419,PID-1060,SMS,2023-05-09,Customer complained about a previous claim's handling.
CHID-2642,CID-419,PID-1060,SMS,2023-06-24,Customer complained about a previous claim's handling.
CHID-2643,CID-419,PID-1061,SMS,2025-11-07,Customer called to update their policy information and address changes.
CHID-2644,CID-419,PID-1061,Email,2025-07-12,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2645,CID-419,PID-1061,Phone Call,2025-09-04,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2646,CID-419,PID-1062,Email,2021-06-22,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2647,CID-419,PID-1062,Email,2021-07-30,Customer called to inquire about their most recent bill and payment due dates.
CHID-2648,CID-419,PID-1062,SMS,2021-09-10,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2649,CID-419,PID-1062,Email,2021-11-27,Request for documents related to the policy was made.
CHID-2650,CID-420,PID-1063,SMS,2024-10-10,Customer called to inquire about their most recent bill and payment due dates.
CHID-2651,CID-420,PID-1063,Phone Call,2024-10-27,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2652,CID-420,PID-1063,SMS,2024-08-22,Customer complained about a previous claim's handling.
CHID-2653,CID-420,PID-1063,Email,2024-08-01,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2654,CID-420,PID-1064,SMS,2025-11-12,Customer called to update their policy information and address changes.
CHID-2655,CID-421,PID-1065,SMS,2023-07-04,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2656,CID-421,PID-1065,SMS,2022-08-04,Customer called to update their policy information and address changes.
CHID-2657,CID-421,PID-1065,SMS,2023-04-08,Customer called to inquire about their most recent bill and payment due dates.
CHID-2658,CID-421,PID-1065,Email,2022-09-03,Inquired about potential premium increases for the upcoming renewal.
CHID-2659,CID-421,PID-1066,SMS,2023-12-04,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2660,CID-421,PID-1067,SMS,2023-07-08,Request clarification on a recent claim status.
CHID-2661,CID-421,PID-1067,Email,2024-01-01,Request clarification on a recent claim status.
CHID-2662,CID-421,PID-1067,SMS,2024-01-15,Customer called to update their policy information and address changes.
CHID-2663,CID-421,PID-1067,Email,2023-11-30,Customer called to ask specific questions regarding coverage limits.
CHID-2664,CID-421,PID-1068,SMS,2024-04-22,Customer complained about a previous claim's handling.
CHID-2665,CID-422,PID-1069,Phone Call,2021-11-04,Customer complained about a previous claim's handling.
CHID-2666,CID-422,PID-1069,Phone Call,2022-07-06,Request clarification on a recent claim status.
CHID-2667,CID-422,PID-1069,Email,2021-11-19,Request clarification on a recent claim status.
CHID-2668,CID-422,PID-1069,Email,2021-12-02,Inquired about potential premium increases for the upcoming renewal.
CHID-2669,CID-422,PID-1070,SMS,2021-11-28,Request for documents related to the policy was made.
CHID-2670,CID-422,PID-1070,SMS,2021-06-16,Request for documents related to the policy was made.
CHID-2671,CID-422,PID-1070,Email,2021-04-04,Customer called to inquire about their most recent bill and payment due dates.
CHID-2672,CID-422,PID-1070,Phone Call,2021-06-04,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2673,CID-422,PID-1071,Phone Call,2021-08-19,Customer called to ask specific questions regarding coverage limits.
CHID-2674,CID-422,PID-1071,Phone Call,2022-03-04,Customer complained about a previous claim's handling.
CHID-2675,CID-422,PID-1072,SMS,2025-11-12,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2676,CID-423,PID-1073,Phone Call,2020-12-02,Customer called to update their policy information and address changes.
CHID-2677,CID-423,PID-1073,Email,2021-08-22,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2678,CID-423,PID-1073,SMS,2021-10-22,Request for documents related to the policy was made.
CHID-2679,CID-424,PID-1074,Phone Call,2023-11-19,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2680,CID-425,PID-1075,SMS,2023-08-18,Inquired about potential premium increases for the upcoming renewal.
CHID-2681,CID-425,PID-1075,SMS,2023-08-02,Customer called to ask specific questions regarding coverage limits.
CHID-2682,CID-425,PID-1075,SMS,2023-02-03,Customer called to update their policy information and address changes.
CHID-2683,CID-425,PID-1075,Phone Call,2023-12-06,Customer called to update their policy information and address changes.
CHID-2684,CID-425,PID-1076,Phone Call,2025-02-24,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2685,CID-425,PID-1076,SMS,2024-09-09,Customer called to inquire about their most recent bill and payment due dates.
CHID-2686,CID-425,PID-1077,Email,2020-09-26,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2687,CID-425,PID-1077,Phone Call,2020-09-23,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2688,CID-425,PID-1077,Phone Call,2020-11-02,Customer called to inquire about their most recent bill and payment due dates.
CHID-2689,CID-425,PID-1078,Email,2025-11-12,Customer wanted to know about discounts available for bundling policies.
CHID-2690,CID-425,PID-1078,Phone Call,2025-11-12,Customer called to inquire about their most recent bill and payment due dates.
CHID-2691,CID-425,PID-1078,SMS,2025-11-12,Inquired about potential premium increases for the upcoming renewal.
CHID-2692,CID-425,PID-1078,Email,2025-11-12,Customer wanted to know about discounts available for bundling policies.
CHID-2693,CID-426,PID-1079,Email,2021-01-21,Request for documents related to the policy was made.
CHID-2694,CID-426,PID-1080,Email,2022-09-13,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2695,CID-427,PID-1081,SMS,2021-03-28,Request clarification on a recent claim status.
CHID-2696,CID-427,PID-1081,SMS,2020-08-24,Customer complained about a previous claim's handling.
CHID-2697,CID-427,PID-1081,SMS,2020-09-05,Customer wanted to know about discounts available for bundling policies.
CHID-2698,CID-427,PID-1082,Email,2025-11-12,Request for documents related to the policy was made.
CHID-2699,CID-428,PID-1083,SMS,2024-02-15,Customer wanted to know about discounts available for bundling policies.
CHID-2700,CID-428,PID-1083,Email,2023-07-24,Inquired about potential premium increases for the upcoming renewal.
CHID-2701,CID-428,PID-1083,Email,2024-01-06,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2702,CID-428,PID-1083,Email,2023-09-19,Customer called to inquire about their most recent bill and payment due dates.
CHID-2703,CID-428,PID-1084,SMS,2021-01-11,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2704,CID-428,PID-1084,Email,2020-10-28,Request for documents related to the policy was made.
CHID-2705,CID-428,PID-1084,Phone Call,2020-08-19,Inquired about potential premium increases for the upcoming renewal.
CHID-2706,CID-428,PID-1085,Email,2025-11-12,Customer called to update their policy information and address changes.
CHID-2707,CID-428,PID-1085,SMS,2025-09-14,Customer called to inquire about their most recent bill and payment due dates.
CHID-2708,CID-428,PID-1085,Phone Call,2025-11-12,Customer called to update their policy information and address changes.
CHID-2709,CID-428,PID-1086,Email,2025-11-12,Customer called to update their policy information and address changes.
CHID-2710,CID-428,PID-1086,Phone Call,2025-10-28,Customer called to ask specific questions regarding coverage limits.
CHID-2711,CID-428,PID-1086,SMS,2025-11-12,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2712,CID-428,PID-1086,SMS,2025-11-12,Customer called to inquire about their most recent bill and payment due dates.
CHID-2713,CID-429,PID-1087,SMS,2025-11-12,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2714,CID-429,PID-1087,Phone Call,2025-11-12,Request clarification on a recent claim status.
CHID-2715,CID-429,PID-1087,SMS,2025-11-12,Customer wanted to know about discounts available for bundling policies.
CHID-2716,CID-429,PID-1088,Email,2025-06-30,Customer called to update their policy information and address changes.
CHID-2717,CID-429,PID-1088,Email,2025-09-08,Inquired about potential premium increases for the upcoming renewal.
CHID-2718,CID-429,PID-1088,SMS,2025-02-08,Inquired about potential premium increases for the upcoming renewal.
CHID-2719,CID-429,PID-1088,Email,2025-06-11,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2720,CID-429,PID-1089,Phone Call,2022-04-17,Customer complained about a previous claim's handling.
CHID-2721,CID-429,PID-1089,Phone Call,2022-08-11,Inquired about potential premium increases for the upcoming renewal.
CHID-2722,CID-430,PID-1090,Phone Call,2020-09-24,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2723,CID-430,PID-1090,Email,2020-07-17,Inquired about potential premium increases for the upcoming renewal.
CHID-2724,CID-430,PID-1090,Phone Call,2020-12-11,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2725,CID-431,PID-1091,Phone Call,2025-09-26,Customer called to inquire about their most recent bill and payment due dates.
CHID-2726,CID-431,PID-1091,Email,2025-11-12,Customer called to inquire about their most recent bill and payment due dates.
CHID-2727,CID-431,PID-1091,Email,2025-09-26,Customer complained about a previous claim's handling.
CHID-2728,CID-431,PID-1091,Email,2025-11-12,Customer called to inquire about their most recent bill and payment due dates.
CHID-2729,CID-431,PID-1092,SMS,2021-09-28,Customer called to inquire about their most recent bill and payment due dates.
CHID-2730,CID-431,PID-1092,SMS,2021-10-10,Customer called to ask specific questions regarding coverage limits.
CHID-2731,CID-431,PID-1092,SMS,2021-07-19,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2732,CID-431,PID-1093,Phone Call,2023-06-18,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2733,CID-431,PID-1093,Phone Call,2023-11-22,Inquired about potential premium increases for the upcoming renewal.
CHID-2734,CID-431,PID-1094,Email,2021-05-17,Request for documents related to the policy was made.
CHID-2735,CID-432,PID-1095,Phone Call,2020-09-01,Customer called to update their policy information and address changes.
CHID-2736,CID-432,PID-1095,SMS,2020-05-11,Request for documents related to the policy was made.
CHID-2737,CID-432,PID-1096,SMS,2021-12-01,Customer wanted to know about discounts available for bundling policies.
CHID-2738,CID-432,PID-1096,Email,2021-06-26,Customer wanted to know about discounts available for bundling policies.
CHID-2739,CID-432,PID-1097,Phone Call,2021-03-13,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2740,CID-432,PID-1097,SMS,2021-02-12,Request clarification on a recent claim status.
CHID-2741,CID-432,PID-1097,SMS,2020-08-22,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2742,CID-432,PID-1098,Phone Call,2025-09-15,Customer called to ask specific questions regarding coverage limits.
CHID-2743,CID-433,PID-1099,Email,2025-11-12,Inquired about potential premium increases for the upcoming renewal.
CHID-2744,CID-433,PID-1099,Email,2025-11-08,Customer called to ask specific questions regarding coverage limits.
CHID-2745,CID-433,PID-1099,SMS,2025-11-12,Request clarification on a recent claim status.
CHID-2746,CID-433,PID-1100,Phone Call,2022-12-25,Request for documents related to the policy was made.
CHID-2747,CID-433,PID-1100,Email,2022-12-15,Request for documents related to the policy was made.
CHID-2748,CID-433,PID-1100,Email,2023-04-10,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2749,CID-433,PID-1100,Phone Call,2022-11-29,Customer complained about a previous claim's handling.
CHID-2750,CID-434,PID-1101,Phone Call,2021-10-31,Request clarification on a recent claim status.
CHID-2751,CID-434,PID-1102,SMS,2024-05-06,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2752,CID-434,PID-1102,Phone Call,2023-08-11,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2753,CID-434,PID-1102,Email,2023-09-16,Inquired about potential premium increases for the upcoming renewal.
CHID-2754,CID-434,PID-1102,Phone Call,2023-08-02,Customer called to ask specific questions regarding coverage limits.
CHID-2755,CID-434,PID-1103,Phone Call,2023-02-23,Customer wanted to know about discounts available for bundling policies.
CHID-2756,CID-434,PID-1103,Email,2022-09-24,Customer wanted to know about discounts available for bundling policies.
CHID-2757,CID-434,PID-1103,Phone Call,2022-08-02,Customer called to update their policy information and address changes.
CHID-2758,CID-434,PID-1103,Email,2022-05-24,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2759,CID-434,PID-1104,Phone Call,2022-01-22,Customer called to ask specific questions regarding coverage limits.
CHID-2760,CID-434,PID-1104,SMS,2021-06-29,Customer called to ask specific questions regarding coverage limits.
CHID-2761,CID-434,PID-1104,SMS,2021-08-30,Request clarification on a recent claim status.
CHID-2762,CID-434,PID-1104,SMS,2021-03-21,Customer called to inquire about their most recent bill and payment due dates.
CHID-2763,CID-435,PID-1105,Email,2021-08-30,Customer wanted to know about discounts available for bundling policies.
CHID-2764,CID-435,PID-1105,Email,2022-06-10,Customer called to update their policy information and address changes.
CHID-2765,CID-435,PID-1105,Email,2021-07-08,Customer called to update their policy information and address changes.
CHID-2766,CID-435,PID-1106,Phone Call,2025-10-18,The customer wanted to know about discounts for upcoming policy renewal.
CHID-2767,CID-435,PID-1106,Email,2025-11-12,Customer complained about a previous claim's handling.
CHID-2768,CID-435,PID-1106,SMS,2025-11-12,Customer called to update their policy information and address changes.
CHID-2769,CID-435,PID-1107,Email,2022-02-13,Customer called to ask specific questions regarding coverage limits.
CHID-2770,CID-435,PID-1107,Email,2022-05-03,Customer called to inquire about their most recent bill and payment due dates.
CHID-2771,CID-435,PID-1107,Email,2022-08-16,Request clarification on a recent claim status.
CHID-2772,CID-435,PID-1107,SMS,2022-11-12,Inquired about potential premium increases for the upcoming renewal.
CHID-2773,CID-436,PID-1108,SMS,2025-11-12,Inquired about potential premium increases for the upcoming renewal.
CHID-2774,CID-436,PID-1108,Phone Call,2025-11-12,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2775,CID-436,PID-1108,Email,2025-11-12,Request for documents related to the policy was made.
CHID-2776,CID-436,PID-1108,Phone Call,2025-11-12,"Customer sought assistance for canceling their policy, asking about the process."
CHID-2777,CID-437,PID-1109,SMS,2022-05-10,Customer called to inquire about their most recent bill and payment due dates.
